"H1N1","temp","prec","humi","popd","gdpd","rdds","sensepop","urbanpop","medicost","Georegion"
0.76,-1.423,278.171,-49.7811,0.42,6e-04,0.86,25.7989,40.13,77.8284,"W"
0.76,-2.655,373.85,-38.9821,0.02,0,0,25.7989,40.13,77.8284,"W"
0.14,-3.676,439.692,-18.5811,0.21,0.0012,0,27.0287,48.51,143.9295,"W"
0.14,-3.478,475.723,-8.3595,0.57,0.002,2.12,27.0287,48.51,143.9295,"W"
0.76,3.351,347.359,-22.7371,30.27,0.2926,11.48,25.7989,40.13,77.8284,"W"
0.76,8.243,212.755,-38.4556,64.25,0.1786,12.24,25.7989,40.13,77.8284,"W"
0.76,9.812,135.02,-47.3921,6.52,0.0204,4.28,25.7989,40.13,77.8284,"W"
0.76,10.386,92.178,-50.5968,11.04,0.038,4.83,25.7989,40.13,77.8284,"W"
0.79,10.319,100.21,-47.978,1.23,0.0043,0,22.2821,58.71,95.1002,"W"
0.79,10.056,143.656,-45.8564,7.52,0.0453,5.67,22.2821,58.71,95.1002,"W"
1.53,9.59,166.829,-45.5142,120.08,0.6335,31.02,27.3199,52.01,99.5925,"W"
0.79,8.269,250.966,-36.6461,8.22,0.0246,7.64,22.2821,58.71,95.1002,"W"
0.79,8.505,395.302,-27.479,10.83,0.0609,9.42,22.2821,58.71,95.1002,"W"
0.63,8.741,557.527,-21.8806,76.27,0.5537,31.92,24.9107,51.31,82.7802,"W"
1.16,8.841,558.072,-20.106,85.86,0.3517,19.74,23.694,52.56,67.3065,"N"
1.16,7.45,561.817,-18.5877,157.5,0.6931,36.76,23.694,52.56,67.3065,"N"
1.16,6.557,634.954,4.6609,132.97,0.543,26.64,23.694,52.56,67.3065,"N"
0.5,9.11,647.286,-10.7255,144.81,0.7335,29.44,26.966,48.12,62.9162,"N"
0.5,12.749,559.583,-19.3265,772.87,4.6739,102.61,26.966,48.12,62.9162,"N"
1.22,12.907,534.551,-15.4393,1553.53,14.7006,157.18,22.642,82.01,106.1235,"N"
0.59,-6.093,500.424,-71.1391,0.05,2e-04,0.07,27.1993,44.47,86.1034,"W"
0.59,-4.482,498.856,-71.4211,0.22,5e-04,1.39,27.1993,44.47,86.1034,"W"
0.59,1.83,346.101,-65.8871,4.05,0.0204,1.29,27.1993,44.47,86.1034,"W"
0.59,6.961,227.965,-62.0116,16.49,0.077,2.89,27.1993,44.47,86.1034,"W"
0.59,6.579,260.928,-64.0753,4.34,0.0148,2.29,27.1993,44.47,86.1034,"W"
0.59,7.695,213.394,-75.3727,0.5,0.0029,0.25,27.1993,44.47,86.1034,"W"
0.59,4.977,263.506,-96.0546,0.25,0.0011,0,27.1993,44.47,86.1034,"W"
0.59,3.227,293.883,-93.6245,0.26,0.0016,0.97,27.1993,44.47,86.1034,"W"
0.59,-0.141,386.897,-94.4482,0.29,6e-04,0,27.1993,44.47,86.1034,"W"
0.59,-1.985,436.393,-89.1195,0.11,0,0,27.1993,44.47,86.1034,"W"
0.59,-1.916,411.095,-75.6882,0.35,0.0014,0,27.1993,44.47,86.1034,"W"
0.59,0.848,280.193,-61.0199,0.07,3e-04,1.79,27.1993,44.47,86.1034,"W"
0.14,2.84,166.567,-63.0615,0.86,0.0123,2.34,27.0287,48.51,143.9295,"W"
0.14,3.502,109.826,-77.5001,0.58,0,0.36,27.0287,48.51,143.9295,"W"
0.14,2.985,113.08,-65.5306,0.19,8e-04,2.15,27.0287,48.51,143.9295,"W"
0.76,1.448,209.386,-61.6642,0.7,3e-04,3.12,25.7989,40.13,77.8284,"W"
0.76,0.388,309.31,-51.5737,1.09,0.0052,1.36,25.7989,40.13,77.8284,"W"
0.76,-0.965,375.509,-48.7228,0.26,0.0012,0,25.7989,40.13,77.8284,"W"
0.76,0.089,353.363,-40.5218,7.51,0.0248,3.54,25.7989,40.13,77.8284,"W"
0.76,5.328,223.577,-42.3159,78.12,0.3789,20.44,25.7989,40.13,77.8284,"W"
0.76,9.615,125.39,-48.7325,16.72,0.0594,5.56,25.7989,40.13,77.8284,"W"
0.79,10.134,112.286,-47.6831,0.51,0.001,1.19,22.2821,58.71,95.1002,"W"
0.79,10.383,82.471,-50.1468,0.44,1e-04,0,22.2821,58.71,95.1002,"W"
0.79,8.782,102.646,-52.3097,0.25,5e-04,0.88,22.2821,58.71,95.1002,"W"
0.79,8.653,101.021,-50.8903,0.21,0.0034,2.26,22.2821,58.71,95.1002,"W"
0.79,9.385,104.101,-50.9932,0.81,0.0058,2.31,22.2821,58.71,95.1002,"W"
0.79,10.167,114.577,-47.8577,27.44,0.1117,10.23,22.2821,58.71,95.1002,"W"
0.79,9.162,194.128,-42.9881,4.16,0.0198,2.33,22.2821,58.71,95.1002,"W"
0.79,9.085,293.568,-33.0174,27.21,0.1371,11.43,22.2821,58.71,95.1002,"W"
0.79,8.781,406.97,-25.1762,326.91,1.3328,37.27,22.2821,58.71,95.1002,"W"
0.79,8.644,489.499,-22.887,92.17,0.5039,28.84,22.2821,58.71,95.1002,"W"
0.79,6.529,513.583,-17.1132,84.96,0.4245,23.63,22.2821,58.71,95.1002,"W"
1.16,6.811,491.039,-21.1753,289.63,1.0226,44.68,23.694,52.56,67.3065,"N"
0.5,7.265,550.066,-22.2254,176.17,0.8728,35.64,26.966,48.12,62.9162,"N"
1.62,10.049,546.366,-15.3126,2009.7,22.1713,159.05,18.5058,86.3,158.2044,"N"
1.22,11.442,541.35,-2.7421,620.78,4.2022,104.67,22.642,82.01,106.1235,"N"
0.5,11.24,589.263,-1.6536,580.65,2.2155,71.24,26.966,48.12,62.9162,"N"
0.5,10.582,640.61,-2.2726,404.61,1.6662,60.64,26.966,48.12,62.9162,"N"
0.2,10.421,796.243,-1.6474,294.38,1.724,70.51,20.6315,66.45,63.3435,"N"
0.59,-5.798,497.821,-67.863,0.1,3e-04,0.85,27.1993,44.47,86.1034,"W"
0.59,-3.265,491.849,-64.1337,0.57,0.0041,1.65,27.1993,44.47,86.1034,"W"
0.59,5.11,286.229,-60.3646,6.72,0.052,0.93,27.1993,44.47,86.1034,"W"
0.59,11.314,119.431,-57.9554,97.14,0.4057,9.97,27.1993,44.47,86.1034,"W"
0.59,13.501,68.507,-61.679,20.78,0.054,3,27.1993,44.47,86.1034,"W"
0.59,13.01,88.613,-76.1362,0.94,0.0031,0.33,27.1993,44.47,86.1034,"W"
0.59,12.636,73.148,-74.7626,0.84,0.0017,2.87,27.1993,44.47,86.1034,"W"
0.59,12.001,58.75,-95.7497,0.84,8e-04,1.55,27.1993,44.47,86.1034,"W"
0.59,11.718,52.09,-79.8789,5.75,0.0275,3.62,27.1993,44.47,86.1034,"W"
0.59,11.863,55.445,-96.7557,0.68,0.001,1.23,27.1993,44.47,86.1034,"W"
0.59,11.602,76.316,-98.0104,0.71,0.0051,1.35,27.1993,44.47,86.1034,"W"
0.59,9.169,143.36,-69.3666,1.68,0.0099,3.36,27.1993,44.47,86.1034,"W"
0.59,8.1,139.874,-80.999,0.44,4e-04,2.53,27.1993,44.47,86.1034,"W"
0.59,7.946,100.717,-89.3884,0.14,0,0.64,27.1993,44.47,86.1034,"W"
0.59,9.05,46.863,-99.6177,0.01,0,0,27.1993,44.47,86.1034,"W"
0.76,9.378,38.015,-91.5702,0.07,3e-04,0,25.7989,40.13,77.8284,"W"
0.76,9.893,57.818,-89.8416,1.46,0.0089,2.52,25.7989,40.13,77.8284,"W"
0.76,9.207,107.237,-57.9384,19.54,0.0878,6.15,25.7989,40.13,77.8284,"W"
0.76,8.297,127.951,-54.9661,5.44,0.032,6.53,25.7989,40.13,77.8284,"W"
0.76,8.624,105.75,-52.6732,13.45,0.0744,7.9,25.7989,40.13,77.8284,"W"
0.76,9.062,95.923,-52.8703,5.66,0.0179,3.32,25.7989,40.13,77.8284,"W"
0.76,9.632,87.252,-54.4306,3.38,0.0106,3.66,25.7989,40.13,77.8284,"W"
0.79,10.865,58.545,-55.0713,0.07,3e-04,0.13,22.2821,58.71,95.1002,"W"
0.79,10.483,60.758,-56.2263,0.03,0,0,22.2821,58.71,95.1002,"W"
0.79,9.202,77.999,-55.2213,0.1,0,0.14,22.2821,58.71,95.1002,"W"
0.79,9.216,67.329,-51.5932,0.13,0,2.74,22.2821,58.71,95.1002,"W"
0.79,8.979,76.239,-49.469,0.75,8e-04,2.44,22.2821,58.71,95.1002,"W"
0.79,7.19,145.758,-47.2756,29.62,0.1357,9.37,22.2821,58.71,95.1002,"W"
0.79,8.618,154.647,-44.5158,80.59,0.4082,19.06,22.2821,58.71,95.1002,"W"
0.79,7.756,226.507,-37.9075,25.08,0.0802,11.1,22.2821,58.71,95.1002,"W"
0.79,5.42,347.026,-28.4634,29.34,0.1347,10.55,22.2821,58.71,95.1002,"W"
0.79,5.066,427.08,-22.8002,249.9,1.1405,27.14,22.2821,58.71,95.1002,"W"
0.79,4.531,445.601,-17.8369,69.17,0.3905,17.95,22.2821,58.71,95.1002,"W"
0.79,5.462,437.334,-18.4881,70.91,0.3106,21.56,22.2821,58.71,95.1002,"W"
0.5,5.247,493.025,-16.3815,155.4,0.5806,36.83,26.966,48.12,62.9162,"N"
0.5,5.954,530.796,-14.5927,43.76,0.2222,17.56,26.966,48.12,62.9162,"N"
0.5,8.023,530.845,-7.7572,100.45,0.5579,29.37,26.966,48.12,62.9162,"N"
0.5,7.917,577.709,-8.6112,151.81,0.5728,28.63,26.966,48.12,62.9162,"N"
0.2,8.576,587.765,-13.9892,164.03,1.1194,24.84,20.6315,66.45,63.3435,"N"
0.2,9.748,586.513,-7.1043,453.08,3.0336,56.32,20.6315,66.45,63.3435,"N"
0.2,8.394,864.461,25.4982,182.78,1.0604,33.49,20.6315,66.45,63.3435,"N"
0.2,8.57,968.506,59.7946,234.61,1.3982,33.57,20.6315,66.45,63.3435,"N"
0.59,-3.193,397.617,-59.4075,0.64,0.0023,0,27.1993,44.47,86.1034,"W"
0.59,-0.415,394.161,-59.9512,1.82,0.0059,2.66,27.1993,44.47,86.1034,"W"
0.59,5.823,294.822,-57.441,13.82,0.064,2.14,27.1993,44.47,86.1034,"W"
0.59,12.965,127.376,-61.4212,24.54,0.1137,3.59,27.1993,44.47,86.1034,"W"
0.59,13.849,98.868,-80.2607,56.01,0.1974,6.6,27.1993,44.47,86.1034,"W"
0.59,13.46,96.218,-87.4387,4.84,0.0169,1.05,27.1993,44.47,86.1034,"W"
0.59,12.858,89.832,-102.4019,1.34,0.0049,0,27.1993,44.47,86.1034,"W"
0.59,12.057,74.562,-89.9887,0,0,0.71,27.1993,44.47,86.1034,"W"
0.59,11.601,58.217,-92.199,0,0,1.94,27.1993,44.47,86.1034,"W"
0.59,11.903,53.004,-94.2469,0,0,0,27.1993,44.47,86.1034,"W"
0.59,12.3,56.964,-101.6052,0.02,0,0,27.1993,44.47,86.1034,"W"
0.59,12.714,56.376,-96.4095,0.2,0,0,27.1993,44.47,86.1034,"W"
0.59,13.105,43.452,-96.7535,0.64,0.0021,1.18,27.1993,44.47,86.1034,"W"
0.59,13.398,28.034,-97.547,0,0,0,27.1993,44.47,86.1034,"W"
0.59,13.61,17.356,-108.6725,0.01,1e-04,0,27.1993,44.47,86.1034,"W"
0.59,13.188,13.13,-109.0914,0,0,0.42,27.1993,44.47,86.1034,"W"
0.59,12.007,23.627,-103.9169,0,0,0,27.1993,44.47,86.1034,"W"
0.59,10.666,43.038,-85.6567,0.3,0.0046,0,27.1993,44.47,86.1034,"W"
0.76,8.94,80.988,-64.7867,2,0.01,0.68,25.7989,40.13,77.8284,"W"
0.76,7.131,117.203,-55.8089,4.74,0.0149,1.31,25.7989,40.13,77.8284,"W"
0.76,6.425,120.429,-52.4909,0.2,5e-04,1.09,25.7989,40.13,77.8284,"W"
0.79,8.498,70.267,-53.6181,0.01,0,1.49,22.2821,58.71,95.1002,"W"
0.79,9.664,58.42,-56.2949,0.18,0.001,2.24,22.2821,58.71,95.1002,"W"
0.79,10.779,41.224,-57.2331,0.69,0.0077,3.37,22.2821,58.71,95.1002,"W"
0.79,10.918,42.832,-57.4491,0.77,5e-04,2.57,22.2821,58.71,95.1002,"W"
0.79,10.283,54.816,-56.9892,1,8e-04,4.32,22.2821,58.71,95.1002,"W"
0.79,8.215,107.349,-46.6217,0.57,9e-04,0.56,22.2821,58.71,95.1002,"W"
0.79,6.874,162.621,-42.5049,2.14,0.0069,2.96,22.2821,58.71,95.1002,"W"
0.79,6.37,199.4,-36.2436,1.27,0.0037,2.18,22.2821,58.71,95.1002,"W"
0.79,6.234,212.353,-32.9429,6.98,0.0348,5.59,22.2821,58.71,95.1002,"W"
0.79,5.896,242.008,-29.2366,4.55,0.0089,3.84,22.2821,58.71,95.1002,"W"
0.79,5.235,287.11,-29.8665,10.4,0.0454,5.56,22.2821,58.71,95.1002,"W"
0.79,4.38,366.616,-24.8729,28.99,0.143,13.06,22.2821,58.71,95.1002,"W"
0.79,3.585,420.037,-16.4464,34.42,0.1417,19.38,22.2821,58.71,95.1002,"W"
0.79,3.135,462.538,-12.8109,31.16,0.1514,15.06,22.2821,58.71,95.1002,"W"
0.5,4.081,484.987,-11.2832,50.52,0.2057,12.01,26.966,48.12,62.9162,"N"
0.79,5.629,473.818,-18.7901,92.16,0.6695,19.79,22.2821,58.71,95.1002,"W"
0.2,7.191,465.471,-18.8261,126.7,0.7789,26,20.6315,66.45,63.3435,"N"
0.2,8.676,508.99,-14.7388,215.03,1.3354,37.7,20.6315,66.45,63.3435,"N"
0.2,9.086,616.991,-2.6815,338.6,1.9413,52.28,20.6315,66.45,63.3435,"N"
0.2,8.358,775.478,15.941,1089.5,7.2242,103.52,20.6315,66.45,63.3435,"N"
0.2,6.057,978.017,43.2944,63.83,0.3815,24.91,20.6315,66.45,63.3435,"N"
0.2,5.866,1087.083,43.7125,74.16,0.4165,22.48,20.6315,66.45,63.3435,"N"
0.59,-0.555,332.647,-53.347,0.99,0.0034,2.05,27.1993,44.47,86.1034,"W"
0.59,6.981,213.529,-54.829,11.62,0.0476,4.03,27.1993,44.47,86.1034,"W"
0.59,12.985,130.667,-55.4842,74.07,0.3211,14.13,27.1993,44.47,86.1034,"W"
0.59,13.634,151.031,-61.6168,3.49,0.0089,0.57,27.1993,44.47,86.1034,"W"
0.59,13.43,148.007,-88.5636,0,0,0,27.1993,44.47,86.1034,"W"
0.59,13.051,128.376,-96.2724,1.94,0.0071,0.79,27.1993,44.47,86.1034,"W"
0.59,12.529,100.565,-93.5263,0.01,0,0.25,27.1993,44.47,86.1034,"W"
0.59,11.988,73.766,-91.3467,0,0,0,27.1993,44.47,86.1034,"W"
0.59,11.91,57.543,-102.3827,0,0,0.77,27.1993,44.47,86.1034,"W"
0.59,12.499,52.982,-105.586,0,0,0.65,27.1993,44.47,86.1034,"W"
0.59,12.882,52.474,-105.7112,0,0,0,27.1993,44.47,86.1034,"W"
0.59,12.66,52.262,-87.6037,0.18,0.007,0.43,27.1993,44.47,86.1034,"W"
0.59,12.435,43.735,-73.0472,0.69,0.0011,2.76,27.1993,44.47,86.1034,"W"
0.59,11.644,52.186,-88.4689,0.45,0.0019,0,27.1993,44.47,86.1034,"W"
0.59,11.234,64.807,-101.9916,0.29,0.001,0,27.1993,44.47,86.1034,"W"
0.59,12.362,37.611,-106.115,0,0,0.92,27.1993,44.47,86.1034,"W"
0.59,11.291,46.457,-105.5558,0,0,0.7,27.1993,44.47,86.1034,"W"
0.59,10.704,38.962,-91.7229,0.01,0,0.05,27.1993,44.47,86.1034,"W"
0.59,9.138,48.939,-73.446,0.81,0.0022,1.28,27.1993,44.47,86.1034,"W"
0.59,6.21,104.92,-59.6276,0.34,0.0037,2.3,27.1993,44.47,86.1034,"W"
0.76,6.423,89.892,-51.39,0.13,0,2.41,25.7989,40.13,77.8284,"W"
0.79,8.241,60.965,-53.5319,0.36,0.0018,1.94,22.2821,58.71,95.1002,"W"
0.79,9.736,49.67,-56.7816,0.22,7e-04,1.89,22.2821,58.71,95.1002,"W"
0.79,10.561,48.405,-57.4351,0.38,0.004,1.19,22.2821,58.71,95.1002,"W"
0.79,6.721,151.997,-40.4549,0.62,0.0012,2.66,22.2821,58.71,95.1002,"W"
0.79,5.954,187.69,-40.7976,4.8,0.0193,5.82,22.2821,58.71,95.1002,"W"
0.79,4.943,256.22,-34.4928,1.1,0.0038,1.41,22.2821,58.71,95.1002,"W"
0.79,3.403,342.612,-25.4133,2.52,0.0105,2.87,22.2821,58.71,95.1002,"W"
0.79,2.269,403.786,-17.5762,5.33,0.0184,5.94,22.2821,58.71,95.1002,"W"
0.79,2.049,448.917,-12.5102,14.34,0.0683,10.08,22.2821,58.71,95.1002,"W"
0.79,5.658,391.537,-22.457,110.23,0.306,20.65,22.2821,58.71,95.1002,"W"
0.79,7.234,388.943,-21.0571,62.03,0.2359,17.89,22.2821,58.71,95.1002,"W"
0.79,7.223,443.908,-19.5678,55.92,0.3059,19.18,22.2821,58.71,95.1002,"W"
0.2,7.947,545.801,-12.3997,129.72,0.6997,30.53,20.6315,66.45,63.3435,"N"
0.2,7.808,695.539,3.7109,471,2.543,80.26,20.6315,66.45,63.3435,"N"
0.2,5.854,887.729,21.1802,78.39,0.4511,30.33,20.6315,66.45,63.3435,"N"
0.48,4.447,1045.925,34.8957,174.74,0.8587,32.53,21.4119,54.2,79.9357,"N"
0.48,3.772,1118.158,56.7418,76.42,0.3246,17.9,21.4119,54.2,79.9357,"N"
0.48,3.502,1067.71,177.9288,17.91,0.0655,8.23,21.4119,54.2,79.9357,"N"
0.59,-0.201,348.058,-51.4119,3.99,0.0144,3.76,27.1993,44.47,86.1034,"W"
0.59,7.269,233.465,-54.0919,7.33,0.0309,3.24,27.1993,44.47,86.1034,"W"
0.59,13.565,128.312,-55.4096,124.24,0.4864,18.95,27.1993,44.47,86.1034,"W"
0.59,13.415,165.423,-56.2563,22.98,0.0685,5.65,27.1993,44.47,86.1034,"W"
0.59,13.344,163.055,-72.6058,0.63,0.0029,0.04,27.1993,44.47,86.1034,"W"
0.59,12.964,146.973,-88.409,0.01,3e-04,0,27.1993,44.47,86.1034,"W"
0.59,12.492,110.204,-70.507,0.15,7e-04,1.06,27.1993,44.47,86.1034,"W"
0.59,12.249,74.938,-68.1348,0,0,0,27.1993,44.47,86.1034,"W"
0.59,12.73,57.817,-80.7591,0.02,2e-04,0,27.1993,44.47,86.1034,"W"
0.59,13.347,56.72,-86.0767,0.15,8e-04,0.99,27.1993,44.47,86.1034,"W"
0.59,13.256,53.466,-72.6714,0.66,0.0031,0.67,27.1993,44.47,86.1034,"W"
0.59,12.147,54.353,-58.8196,8.78,0.0292,4.93,27.1993,44.47,86.1034,"W"
0.59,8.678,128.102,-56.665,2.24,0.0051,0.11,27.1993,44.47,86.1034,"W"
0.59,8.613,124.846,-67.2772,0.76,8e-04,0,27.1993,44.47,86.1034,"W"
0.59,10.997,90.307,-94.7806,0.95,0.0013,0,27.1993,44.47,86.1034,"W"
0.59,11.475,85.755,-93.6356,0,0,0,27.1993,44.47,86.1034,"W"
0.59,13.168,39.809,-96.8866,0,0,0.7,27.1993,44.47,86.1034,"W"
0.59,12.84,33.284,-73.883,31.67,0.1423,9.18,27.1993,44.47,86.1034,"W"
0.59,8.319,101.21,-59.1396,4.35,0.0162,7.54,27.1993,44.47,86.1034,"W"
0.59,8.356,67.757,-54.0999,0.73,3e-04,1.12,27.1993,44.47,86.1034,"W"
0.79,4.898,166.721,-42.4819,2.47,0.0069,5.24,22.2821,58.71,95.1002,"W"
0.79,3.774,206.573,-38.6681,1.97,0.0061,4.51,22.2821,58.71,95.1002,"W"
0.79,2.994,277.231,-31.9409,6.03,0.0171,3.9,22.2821,58.71,95.1002,"W"
0.79,2.25,337.496,-21.5682,20.28,0.1221,7.62,22.2821,58.71,95.1002,"W"
0.79,2.045,394.125,-15.1779,23.25,0.1073,7.38,22.2821,58.71,95.1002,"W"
0.79,5.437,375.448,-22.6114,33.01,0.1326,13.14,22.2821,58.71,95.1002,"W"
0.79,6.902,372.136,-23.7321,32.63,0.1325,9.78,22.2821,58.71,95.1002,"W"
0.79,7.246,382.753,-25.4291,58.84,0.308,14.54,22.2821,58.71,95.1002,"W"
0.79,7.19,468.755,-18.6876,108.1,0.5535,16.71,22.2821,58.71,95.1002,"W"
0.2,6.958,626.544,-5.0397,157.98,0.8968,27.7,20.6315,66.45,63.3435,"N"
0.48,5.61,812.907,9.0801,251.37,1.3084,41.25,21.4119,54.2,79.9357,"N"
0.48,4.892,978.34,19.829,167.85,0.7745,36.29,21.4119,54.2,79.9357,"N"
0.48,4.102,1047.076,43.4296,61.94,0.2382,14.87,21.4119,54.2,79.9357,"N"
0.48,4.347,899.605,70.0218,24.41,0.1253,6.82,21.4119,54.2,79.9357,"N"
0.59,-0.676,401.803,-50.8716,2.33,0.0094,3.04,27.1993,44.47,86.1034,"W"
0.59,11.25,143.392,-53.197,167.66,0.7232,24.47,27.1993,44.47,86.1034,"W"
0.59,13.358,124.299,-54.2822,84.18,0.295,19.34,27.1993,44.47,86.1034,"W"
0.59,12.575,171.736,-54.3902,26.41,0.075,8.88,27.1993,44.47,86.1034,"W"
0.59,12.458,189.004,-57.8035,28.38,0.1079,10.78,27.1993,44.47,86.1034,"W"
0.59,12.919,169.673,-74.6824,12.28,0.056,6.47,27.1993,44.47,86.1034,"W"
0.59,12.501,134.129,-58.1846,48.55,0.1863,15.92,27.1993,44.47,86.1034,"W"
0.59,12.21,92.54,-53.7688,7.34,0.0231,3.77,27.1993,44.47,86.1034,"W"
0.59,12.483,78.496,-55.3246,64.92,0.2888,13.96,27.1993,44.47,86.1034,"W"
0.59,13.006,81.268,-55.8667,11.91,0.0419,5.67,27.1993,44.47,86.1034,"W"
0.59,11.739,91.694,-53.6153,4.73,0.0207,3.09,27.1993,44.47,86.1034,"W"
0.59,9.236,135.563,-53.746,96.99,0.3768,26.62,27.1993,44.47,86.1034,"W"
0.59,7.345,198.517,-48.99,14.71,0.0371,9.68,27.1993,44.47,86.1034,"W"
0.59,9.289,163.707,-56.0761,9.04,0.0465,6.61,27.1993,44.47,86.1034,"W"
0.59,14.507,57.803,-63.3166,38.88,0.1289,11.19,27.1993,44.47,86.1034,"W"
0.59,12.623,96.734,-59.0835,13.63,0.047,5.66,27.1993,44.47,86.1034,"W"
0.59,12.419,87.11,-59.435,3.7,0.0079,2.67,27.1993,44.47,86.1034,"W"
0.59,6.606,187.922,-48.1551,16.67,0.0554,10.24,27.1993,44.47,86.1034,"W"
0.59,3.905,234.657,-67.9229,3.26,0.0083,5.75,27.1993,44.47,86.1034,"W"
0.59,11.202,53.449,-59.0961,1.55,0.0045,1.94,27.1993,44.47,86.1034,"W"
0.79,3.075,211.108,-41.2179,0.35,1e-04,4.44,22.2821,58.71,95.1002,"W"
0.79,1.695,244.072,-34.8498,0.67,0.0064,4.71,22.2821,58.71,95.1002,"W"
0.79,1.813,277.358,-33.7545,1.24,0.0045,3.17,22.2821,58.71,95.1002,"W"
0.79,2.437,300.034,-26.3217,2.22,0.0092,3.51,22.2821,58.71,95.1002,"W"
0.79,1.665,383.035,-19.397,6.63,0.0198,4.61,22.2821,58.71,95.1002,"W"
0.79,2.601,460.913,-18.3129,17.38,0.0649,7.23,22.2821,58.71,95.1002,"W"
0.79,5.575,435.459,-22.4612,20.67,0.0608,8.86,22.2821,58.71,95.1002,"W"
0.79,7.095,378.76,-24.7589,25.91,0.1763,9.74,22.2821,58.71,95.1002,"W"
0.79,6.395,389.096,-21.6791,57.05,0.2016,14.14,22.2821,58.71,95.1002,"W"
0.48,5.762,528.706,-12.1185,117.09,0.5419,21.01,21.4119,54.2,79.9357,"N"
0.48,5.438,717.858,0.8029,570.33,2.6853,63.17,21.4119,54.2,79.9357,"N"
0.48,4.886,900.701,12.3794,328.63,1.3807,38.2,21.4119,54.2,79.9357,"N"
0.48,3.648,937.78,19.0524,54.5,0.2164,13.78,21.4119,54.2,79.9357,"N"
0.48,3.332,780.969,9.1189,53.9,0.2494,13.84,21.4119,54.2,79.9357,"N"
0.48,4.133,723.013,-0.1588,113.29,0.594,20.34,21.4119,54.2,79.9357,"N"
0.48,2.955,756.756,3.75,37.76,0.0795,10.61,21.4119,54.2,79.9357,"N"
0.59,1.787,315.597,-44.8512,8.18,0.0313,1.73,27.1993,44.47,86.1034,"W"
0.59,7.429,207.169,-44.1364,30.7,0.1084,9.53,27.1993,44.47,86.1034,"W"
0.59,7.273,229.087,-47.8543,21.44,0.0772,6.6,27.1993,44.47,86.1034,"W"
0.59,5.68,318.63,-46.209,1.71,0.0077,1.63,27.1993,44.47,86.1034,"W"
0.59,5.534,382.851,-41.2453,5.68,0.024,2.21,27.1993,44.47,86.1034,"W"
0.59,8.986,289.436,-51.0056,27.73,0.1071,7.87,27.1993,44.47,86.1034,"W"
0.59,9.577,244.103,-53.7722,75.72,0.2523,15.62,27.1993,44.47,86.1034,"W"
0.59,8.144,247.993,-48.9466,19.42,0.0811,8.05,27.1993,44.47,86.1034,"W"
0.59,7.632,245.047,-48.9813,43.61,0.1294,10.6,27.1993,44.47,86.1034,"W"
0.59,2.862,347.72,-42.1699,3.69,0.0167,2.14,27.1993,44.47,86.1034,"W"
0.59,-1.549,395.553,-35.3944,2.06,0.0064,0,27.1993,44.47,86.1034,"W"
0.59,-1.312,437.762,-33.3397,1.86,0.0073,1.8,27.1993,44.47,86.1034,"W"
0.59,-0.892,532.037,6.9878,4.65,0.0157,3.61,27.1993,44.47,86.1034,"W"
0.59,6.087,346.693,-28.8682,10.69,0.0316,12.07,27.1993,44.47,86.1034,"W"
0.59,3.204,424.627,-38.409,17.81,0.0841,7.24,27.1993,44.47,86.1034,"W"
0.59,5.14,345.678,-26.6055,17.12,0.0431,10.62,27.1993,44.47,86.1034,"W"
0.59,6.709,243.417,-42.6598,1.56,0.0049,2.6,27.1993,44.47,86.1034,"W"
0.59,6.149,202.233,-54.927,1.45,0.0014,1.99,27.1993,44.47,86.1034,"W"
0.59,9.195,120.166,-89.589,0.28,0.0013,1.38,27.1993,44.47,86.1034,"W"
0.79,1.762,334.241,-28.9194,4.18,0.0318,3.02,22.2821,58.71,95.1002,"W"
0.79,1.318,396.141,-22.1451,1.87,0.0029,2.43,22.2821,58.71,95.1002,"W"
0.79,1.167,471.275,-16.7412,14,0.0521,3.47,22.2821,58.71,95.1002,"W"
0.79,3.105,486.161,-18.3912,7.94,0.0273,4.3,22.2821,58.71,95.1002,"W"
0.79,6.059,424.999,-19.9894,41.72,0.2527,10.44,22.2821,58.71,95.1002,"W"
0.48,5.785,417.874,-20.277,63.52,0.2962,14.28,21.4119,54.2,79.9357,"N"
0.48,5.383,488.272,-17.5357,81.57,0.451,20.5,21.4119,54.2,79.9357,"N"
0.48,5.046,617.639,-9.0768,245.25,1.0463,32.85,21.4119,54.2,79.9357,"N"
0.48,4.729,770.158,7.4438,251.36,1.1404,31.17,21.4119,54.2,79.9357,"N"
0.04,2.864,860.67,15.0669,48.68,0.1521,8.1,20.9219,57.4,60.1877,"N"
0.04,2.903,771.783,2.3342,115.25,0.6345,12.48,20.9219,57.4,60.1877,"N"
0.04,2.869,713.62,-3.5044,25.69,0.0558,2.9,20.9219,57.4,60.1877,"N"
0.59,-4.582,670.329,-43.6055,1.2,0.003,0.11,27.1993,44.47,86.1034,"W"
0.59,-1.102,574.001,-23.3168,6.79,0.03,1.38,27.1993,44.47,86.1034,"W"
0.59,0.542,526.202,-23.4393,5.79,0.0272,2.55,27.1993,44.47,86.1034,"W"
0.59,1.307,492.559,-16.2078,16.6,0.0702,4.2,27.1993,44.47,86.1034,"W"
0.59,-2.391,475.969,-19.2582,9.33,0.0399,5.79,27.1993,44.47,86.1034,"W"
0.59,-4.376,577.683,-30.154,2.3,0.0103,2.22,27.1993,44.47,86.1034,"W"
